"id","age","job","civil","edu","credit","hloan","ploan","ctype","month","day","ccontact","lcdays","pcontact","presult","employment","cprice","cconf","euri3","employees","outcome"
122493,35,"technician","single","12K","no","no","no","cellular","nov","wed",5,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
111768,32,"admin.","married","university","no","yes","no","cellular","oct","thu",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.754,5017.5,0
123478,39,"artisan","divorced","9K","no","yes","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,0
100591,48,"technician","married","12K","no","no","no","telephone","may","thu",8,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
139481,34,"student","single","apprenticeship","no","yes","no","telephone","oct","fri",1,999,0,"nonexistent",-1.1,94.601,-49.5,0.993,4963.6,0
131182,35,"selfemployed","married","university","no","no","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,0
106958,45,"technician","married","12K","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,0
131052,24,"services","single","9K","no","yes","no","telephone","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
112623,52,"technician","single","apprenticeship","no","no","no","telephone","jul","mon",1,999,0,"nonexistent",-1.7,94.215,-40.3,0.889,4991.6,0
104197,32,"admin.","single","university","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
134798,49,"management","married","university","no","yes","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
136913,40,"admin.","divorced","apprenticeship","no","yes","no","telephone","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
103592,31,"entrepreneur","married","university","unknown","no","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
134663,28,"artisan","married","12K","no","yes","no","telephone","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.966,5228.1,0
125430,36,"admin.","married","12K","no","yes","yes","telephone","nov","tue",3,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
115242,58,"admin.","single","university","no","no","no","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,1
118461,34,"selfemployed","married","university","no","no","no","cellular","oct","wed",1,5,3,"failure",-3.4,92.431,-26.9,0.74,5017.5,1
108182,35,"artisan","married","9K","no","yes","no","telephone","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
126957,59,"retired","divorced","4K","no","yes","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
122784,39,"artisan","married","6K","unknown","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,0
135182,43,"artisan","married","4K","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
112514,46,"artisan","married","4K","no","no","no","telephone","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
122575,29,"technician","single","apprenticeship","no","yes","no","cellular","oct","mon",2,999,0,"nonexistent",-3.4,92.431,-26.9,0.731,5017.5,0
115517,37,"technician","divorced","apprenticeship","no","no","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,0
100804,32,"artisan","married","9K","no","no","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
106936,35,"unemployed","married","apprenticeship","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,0
140925,32,"technician","single","university","no","yes","no","cellular","nov","fri",1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,0
104884,26,"student","single","12K","no","no","no","cellular","mar","wed",2,999,0,"nonexistent",-1.8,92.843,-50,1.602,5099.1,0
131064,36,"artisan","married","apprenticeship","unknown","yes","yes","telephone","jun","tue",3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
104437,28,"artisan","single","apprenticeship","no","yes","no","cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
106743,56,"management","divorced","12K","no","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
124223,30,"admin.","married","12K","unknown","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
104993,52,"technician","married","apprenticeship","no","yes","no","telephone","jul","thu",20,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,0
122207,40,"entrepreneur","married","university","no","no","no","cellular","jul","wed",4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
136503,37,"artisan","married","apprenticeship","unknown","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
107251,43,"services","single","12K","no","no","no","cellular","may","thu",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
132294,50,"housemaid","divorced","apprenticeship","no","yes","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
108186,68,"retired","married","university","no","yes","no","cellular","jul","mon",2,999,1,"failure",-1.7,94.215,-40.3,0.889,4991.6,1
106735,37,"management","married","university","no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,0
129028,44,"admin.","single","university","no","yes","yes","cellular","nov","thu",4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
102994,40,"admin.","married","university","unknown","no","no","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,0
100290,25,"student","single","12K","no","yes","no","cellular","may","mon",8,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,0
131266,29,"admin.","single","12K","no","no","no","telephone","jul","thu",1,999,0,"nonexistent",-1.7,94.215,-40.3,0.782,4991.6,0
128560,40,"artisan","married","4K","no","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,0
124532,50,"housemaid","divorced","4K","unknown","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
119125,37,"artisan","married","6K","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
107660,58,"retired","divorced","apprenticeship","no","yes","no","cellular","nov","fri",3,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,0
138509,34,"technician","divorced","6K","no","yes","no","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,1
126450,47,"management","divorced","4K","no","no","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
138472,40,"artisan","single","4K","unknown","yes","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
116930,27,"technician","single","university","no","yes","no","cellular","may","mon",4,999,1,"failure",-1.8,92.893,-46.2,1.354,5099.1,0
119545,58,"artisan","married","9K","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,0
137555,57,"housemaid","married","6K","unknown","no","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
115694,41,"housemaid","married","4K","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,0
128261,35,"artisan","married","9K","no","yes","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
132391,81,"retired","married","4K","no","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,1
100451,41,"artisan","married","unknown","no","yes","no","telephone","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
101840,42,"admin.","married","university","no","no","yes","cellular","jul","thu",25,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
103836,42,"housemaid","married","4K","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
107060,35,"artisan","married","4K","unknown","yes","no","telephone","may","tue",13,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
114801,46,"entrepreneur","married","12K","no","no","no","cellular","jun","tue",2,999,1,"failure",-2.9,92.963,-40.8,1.262,5076.2,0
119048,32,"selfemployed","single","university","no","yes","no","cellular","may","mon",3,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,0
123072,42,"management","single","university","no","yes","no","cellular","oct","mon",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.743,5017.5,1
112386,26,"student","single","unknown","no","no","no","cellular","sep","thu",1,999,1,"failure",-3.4,92.379,-29.8,0.809,5017.5,0
101414,51,"housemaid","married","12K","no","no","yes","cellular","nov","fri",6,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,0
107861,47,"admin.","married","12K","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,1
128083,34,"artisan","married","9K","unknown","yes","no","telephone","apr","mon",2,5,1,"success",-1.8,93.075,-47.1,1.466,5099.1,1
134680,27,"admin.","single","university","no","yes","yes","telephone","oct","fri",3,999,0,"nonexistent",-3.4,92.431,-26.9,0.72,5017.5,0
101184,42,"technician","married","12K","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
138580,37,"management","married","university","no","yes","no","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
103561,35,"artisan","single","6K","unknown","yes","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
128431,62,"retired","married","university","unknown","no","no","cellular","oct","fri",2,999,0,"nonexistent",-3.4,92.431,-26.9,0.739,5017.5,1
104347,48,"housemaid","divorced","4K","unknown","yes","yes","telephone","may","thu",4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
111810,55,"admin.","married","12K","no","no","no","telephone","may","fri",6,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
125752,47,"admin.","married","12K","no","no","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
136307,36,"admin.","married","university","no","no","no","telephone","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
135643,52,"admin.","divorced","12K","no","yes","no","telephone","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,0
130269,60,"retired","married","university","unknown","yes","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,0
140918,51,"artisan","married","9K","unknown","no","no","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
124162,34,"technician","married","apprenticeship","no","yes","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
138177,34,"technician","married","12K","unknown","yes","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,0
103254,32,"management","single","university","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,0
110200,33,"unemployed","single","9K","no","yes","no","telephone","aug","tue",1,999,0,"nonexistent",-1.7,94.027,-38.3,0.889,4991.6,0
119416,44,"admin.","divorced","12K","unknown","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
102302,29,"technician","single","university","no","yes","yes","cellular","jul","wed",6,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
133942,54,"unemployed","married","9K","no","yes","no","cellular","nov","tue",1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,0
110739,29,"admin.","single","university","no","yes","no","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
103312,49,"admin.","single","12K","no","no","no","telephone","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
117684,39,"admin.","married","university","no","yes","no","cellular","nov","mon",1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,0
134366,44,"technician","married","12K","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
101641,42,"admin.","single","university","unknown","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
117568,37,"selfemployed","divorced","university","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
106859,35,"technician","married","apprenticeship","no","yes","no","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
106004,51,"housemaid","divorced","12K","no","yes","no","cellular","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
117098,61,"retired","married","9K","no","no","yes","cellular","mar","tue",2,999,0,"nonexistent",-1.8,92.843,-50,1.556,5099.1,0
138926,22,"artisan","single","unknown","unknown","unknown","unknown","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
118642,34,"technician","married","apprenticeship","no","yes","no","telephone","sep","mon",5,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,0
107667,28,"services","married","12K","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
141043,33,"entrepreneur","married","university","no","yes","no","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
106530,42,"technician","married","12K","no","no","yes","telephone","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
133664,51,"artisan","divorced","12K","no","no","no","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,0
109916,37,"artisan","married","9K","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,0
135015,33,"artisan","single","6K","no","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
136363,48,"services","married","12K","unknown","no","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
121176,30,"artisan","married","6K","unknown","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,0
109896,35,"artisan","married","4K","unknown","no","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
100695,48,"artisan","married","9K","unknown","yes","no","telephone","may","wed",6,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
137493,38,"admin.","married","university","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,1
123929,33,"artisan","married","4K","no","yes","no","telephone","jun","fri",7,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
120027,36,"artisan","married","9K","unknown","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
127946,34,"admin.","single","university","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
110409,50,"technician","married","university","unknown","yes","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
114951,38,"admin.","single","university","no","unknown","unknown","cellular","apr","mon",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
133454,37,"services","married","12K","no","yes","no","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,0
136596,45,"admin.","married","university","no","no","no","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
116784,30,"artisan","married","9K","no","no","yes","cellular","may","mon",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,0
108645,39,"management","single","9K","no","yes","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
121087,18,"student","single","unknown","no","no","no","telephone","sep","tue",2,999,0,"nonexistent",-3.4,92.379,-29.8,0.788,5017.5,0
114870,39,"artisan","married","apprenticeship","no","no","no","telephone","may","mon",5,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
102779,49,"admin.","divorced","12K","no","yes","no","cellular","may","thu",3,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,0
120338,50,"management","married","university","unknown","no","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
107474,45,"technician","married","university","no","yes","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,1
118960,42,"admin.","married","apprenticeship","unknown","no","yes","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
112281,32,"admin.","single","university","no","no","no","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,0
127906,30,"management","married","university","no","no","no","cellular","oct","tue",2,999,0,"nonexistent",-3.4,92.431,-26.9,0.742,5017.5,1
133476,35,"services","divorced","apprenticeship","unknown","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
129178,55,"technician","married","9K","unknown","no","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,0
109376,44,"technician","single","apprenticeship","no","yes","yes","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
138606,31,"admin.","married","12K","no","yes","no","cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
121041,45,"services","married","12K","unknown","no","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
124337,81,"retired","married","apprenticeship","no","no","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,0
129598,32,"artisan","married","apprenticeship","no","yes","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,0
128849,32,"technician","single","apprenticeship","no","no","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
138021,41,"services","married","12K","no","no","no","cellular","mar","wed",6,999,0,"nonexistent",-1.8,92.843,-50,1.778,5099.1,1
110939,57,"housemaid","married","6K","unknown","yes","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
138255,39,"services","single","12K","unknown","yes","yes","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,1
127202,38,"selfemployed","single","9K","unknown","yes","yes","telephone","jun","fri",5,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
114177,41,"admin.","married","12K","no","yes","no","cellular","nov","tue",4,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
110674,37,"artisan","single","12K","no","yes","no","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
127714,28,"technician","married","9K","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,0
133617,25,"services","single","12K","no","yes","no","telephone","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,4.966,5228.1,0
108780,38,"admin.","single","university","no","yes","no","telephone","jun","wed",2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,0
121262,21,"student","single","9K","no","unknown","unknown","cellular","sep","tue",1,999,0,"nonexistent",-3.4,92.379,-29.8,0.77,5017.5,1
109485,29,"services","single","12K","no","yes","no","cellular","may","wed",3,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,0
131589,29,"artisan","married","9K","no","no","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,0
117445,32,"services","married","12K","unknown","no","no","cellular","may","thu",1,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,0
136393,40,"unemployed","married","university","unknown","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
137148,30,"artisan","single","4K","no","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
112437,54,"retired","married","apprenticeship","no","yes","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
128278,32,"artisan","married","6K","unknown","no","no","telephone","may","wed",3,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,0
128396,40,"artisan","married","9K","no","no","no","telephone","jun","fri",4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
118325,40,"technician","married","apprenticeship","no","no","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
129225,38,"artisan","married","9K","no","yes","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
140538,47,"admin.","divorced","12K","no","no","no","cellular","aug","tue",6,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
123969,31,"artisan","single","12K","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
131810,31,"admin.","married","university","no","yes","no","telephone","may","thu",4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
122156,80,"management","divorced","apprenticeship","unknown","yes","no","cellular","mar","tue",2,999,0,"nonexistent",-1.8,92.843,-50,1.51,5099.1,1
129298,35,"admin.","married","12K","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,1
129062,29,"admin.","married","university","no","yes","yes","cellular","apr","wed",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.445,5099.1,1
124789,59,"technician","married","apprenticeship","no","yes","no","cellular","aug","wed",4,999,0,"nonexistent",-2.9,92.201,-31.4,0.834,5076.2,1
138387,34,"artisan","married","university","no","yes","yes","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,0
120105,33,"entrepreneur","married","6K","no","no","no","cellular","nov","wed",2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,0
135973,43,"admin.","married","university","unknown","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
100727,27,"admin.","single","university","no","no","yes","cellular","jul","fri",10,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
126961,54,"technician","married","apprenticeship","unknown","yes","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
134571,30,"technician","single","university","unknown","yes","no","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
104941,45,"selfemployed","married","4K","unknown","yes","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
119568,32,"admin.","single","12K","no","no","yes","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
128925,58,"artisan","married","4K","no","no","yes","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
117369,36,"technician","single","university","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
113944,26,"housemaid","single","12K","unknown","yes","yes","telephone","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
118821,44,"entrepreneur","married","university","no","no","yes","cellular","nov","wed",2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,0
101508,41,"admin.","single","university","no","yes","yes","telephone","dec","thu",1,999,1,"failure",-3,92.713,-33,0.707,5023.5,0
124645,34,"artisan","married","6K","unknown","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
103994,27,"artisan","single","9K","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
116706,38,"admin.","divorced","12K","no","yes","no","cellular","jun","wed",1,999,1,"failure",-2.9,92.963,-40.8,1.26,5076.2,0
127550,42,"admin.","married","university","no","yes","no","cellular","aug","thu",5,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
135025,44,"admin.","single","university","no","no","no","cellular","aug","thu",1,999,2,"failure",-1.7,94.027,-38.3,0.904,4991.6,0
111702,22,"student","single","12K","no","yes","yes","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,1
125329,30,"admin.","single","university","no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,0
108878,40,"selfemployed","married","unknown","unknown","no","no","telephone","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
124646,41,"services","single","12K","unknown","yes","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,0
122874,32,"artisan","married","6K","no","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
112707,31,"services","divorced","12K","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
129321,37,"admin.","married","university","no","unknown","unknown","cellular","jun","fri",1,10,1,"success",-1.7,94.055,-39.8,0.719,4991.6,1
106210,44,"management","married","9K","unknown","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
114125,38,"admin.","married","12K","no","yes","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
102212,47,"retired","single","6K","unknown","no","no","cellular","jul","mon",5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
114865,54,"artisan","married","4K","unknown","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
135703,35,"admin.","single","university","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
115925,33,"services","single","12K","no","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
112584,46,"services","married","unknown","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
135443,30,"technician","married","12K","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
136848,40,"artisan","married","9K","no","no","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
125576,35,"artisan","single","9K","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
131269,36,"artisan","married","4K","no","no","yes","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
113210,37,"student","divorced","university","no","yes","no","cellular","may","thu",1,999,1,"failure",-1.8,93.876,-40,0.699,5008.7,1
128918,32,"housemaid","married","4K","no","yes","yes","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,0
135796,43,"admin.","married","university","unknown","no","no","cellular","aug","fri",3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
110198,33,"services","married","12K","no","yes","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,1
101516,32,"services","married","12K","no","no","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
123646,38,"admin.","single","9K","no","yes","yes","cellular","nov","mon",2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
135688,32,"technician","single","apprenticeship","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
